422,INSPIRATIONAL: From Donut Vendor To Presidents Office!!!,VUXlyPCzNk4,2015-03-20T20:09:47+00:00,0:17:07
423,BATTLE BETWEEN DARKNESS AND LIGHT!!! Pray With TB Joshua,je0HJ7toXJs,2015-03-23T12:40:52+00:00,0:13:37
424,PROPHECY Reunites Father & Daughter!,XXJ-TRCskyk,2015-03-25T08:00:47+00:00,0:07:10
425,My LUST For BLOOD!!!,dC0LHwLdWoA,2015-03-26T15:03:49+00:00,0:50:08
426,RESURRECTION POWER! TB Joshua Prayer!,2Z37llivClg,2015-03-27T17:04:16+00:00,0:06:57
427,NIGERIAN ELECTION PROPHECY: TB Joshua,atJg_wKrJmg,2015-04-01T20:59:52+00:00,0:05:55
428,Can You FAKE This???,gOrckjRZauw,2015-04-01T22:01:34+00:00,0:06:56
429,KENYA College Terror Attack PROPHECY: TB Joshua,FQJIAvuxZ8A,2015-04-03T05:55:15+00:00,0:01:45
430,BECAUSE OF CHRIST!!! | Emmanuel TV Easter Message,lqC5bh7WA8Q,2015-04-04T22:09:08+00:00,0:03:32
431,ESSENTIAL Teaching On FAITH - TB Joshua,dFf0B93eqwI,2015-04-06T18:32:26+00:00,0:27:34
432,WATCH THIS and Get BLESSED!!!,Fw8dKLQQV4A,2015-04-07T08:40:09+00:00,0:15:10
433,HOW TO PRAY - TB Joshua,zCTrhTMxfKU,2015-04-08T08:23:36+00:00,0:07:12
434,T.B. Joshua ARRESTED For DRUG DEALING!!!,-9PQBuX6tlg,2015-04-09T18:50:28+00:00,0:18:49
435,"THAT GOLIATH, BE REMOVED! Prayer With TB Joshua",g5cQhE4JYsc,2015-04-10T14:09:56+00:00,0:06:08
436,The REAL Meaning of FRIENDSHIP - TB Joshua,W2LMISokMOc,2015-04-13T15:19:32+00:00,0:21:55
437,DEMONS Go CRAZY During PRAYER!!!,akMWSwBZh5I,2015-04-13T21:46:27+00:00,0:06:55
438,"""T.B. Joshua SLEEPS With SNAKES And LIVES In WATER...""",Fr3hCluOdFw,2015-04-15T08:52:29+00:00,0:11:28
439,HEALING: Horrific Gun Shot Wound!,LKDpHWkM_3g,2015-04-16T23:52:27+00:00,0:07:10
440,XENOPHOBIC Violence In SOUTH AFRICA: TB Joshua PROPHECY,ZKNC6qERgsw,2015-04-17T03:12:31+00:00,0:01:10
441,IMPOSSIBLE! A Dying GIRL And TB Joshua's HANDKERCHIEF,9cGqGsNYrS4,2015-04-18T20:14:32+00:00,0:15:49
442,Why PRAYER Is FIRE To DEMONS!,ib7piKLp4do,2015-04-20T12:09:48+00:00,0:04:20
443,How To COUNSEL Yourself - TB JOSHUA,jOmsClUn2TM,2015-04-22T22:34:32+00:00,0:48:15
444,"AFRICA, UNITE!!! TB Joshua Speaks On XENOPHOBIA",CbP4WyeRLV0,2015-04-22T22:44:41+00:00,0:06:34
445,RECEIVE FAITH!!! Prayer With TB JOSHUA!,0-omNZA4QZY,2015-04-22T22:50:52+00:00,0:02:40
446,Be RELEASED To FLOURISH! TB Joshua Prayer,BCd28hNReB0,2015-04-25T11:06:52+00:00,0:03:41
447,Keeping SAFE In The DANGER ZONE - TB Joshua,MAne4A9rcpg,2015-04-28T14:42:43+00:00,0:15:35
448,"""I See SICKNESS Coming OUT!"" - HEALING PRAYER",QMngbQMx2Jw,2015-04-30T00:21:35+00:00,0:02:49
449,NEPAL EARTHQUAKE RELIEF!!!,V2qc8HjCAao,2015-05-01T08:30:13+00:00,0:05:21
450,HOMOSEXUAL DEMON Speaks OUT!!!,J5WxzcYfKiI,2015-05-03T00:15:20+00:00,0:21:20
451,A Message Everyone MUST WATCH!!!,wvd77693yFU,2015-05-03T10:37:59+00:00,0:52:01
452,T.B. Joshua's Arrival In MEXICO!!!,CUl1vZbBvhc,2015-05-07T14:03:43+00:00,0:03:00
453,TB Joshua in Mexico City!!!,LwotiydG9YA,2015-05-19T00:34:35+00:00,0:02:37
454,Leisure Time With T.B. Joshua In Mexico,Q1hUPOR83SY,2015-05-21T04:53:15+00:00,0:04:01
455,"""I Am A Sea MONSTER..."" - Amazing DELIVERANCE!",eipNRU_idSs,2015-06-08T14:14:43+00:00,0:07:16
456,Holy Ghost ADOPTION | TB Joshua,Y0xAVhgKpUI,2015-06-09T17:31:28+00:00,0:13:37
457,BURIED ALIVE! My Dad Is A WIZARD...,F95ASL-xseQ,2015-06-09T18:38:35+00:00,0:09:40
458,Are You PREPARED To Die???,iEje9IAhWHQ,2015-06-10T15:25:10+00:00,0:13:46
459,A TUMOUR The Size Of MY HEAD...,WJzVKpIhadY,2015-06-15T18:47:51+00:00,0:06:47
460,LIFE-CHANGING Message | TB Joshua,wQEOZrPo7y0,2015-06-16T10:42:18+00:00,0:25:13
461,HOW To Get FAITH | TB Joshua,fTB6mVpRyG4,2015-06-17T11:37:04+00:00,0:21:55
462,"""You Have A PERMANENT Erection..."" - TB Joshua PROPHECY",C0jYQZBT6fw,2015-06-17T20:44:38+00:00,0:12:16
463,"""I Lost My KIDNEY Sleeping With Men..."" - PROSTITUTE CONFESSION",pp2eAaf4vVE,2015-06-17T21:12:33+00:00,0:09:30
464,The FUTILITY Of Self-Effort | TB Joshua,i2f2a6C_fsA,2015-06-17T22:44:20+00:00,0:25:25
465,The SECRET Behind MIRACLES | TB Joshua,kxe-qxnoBlE,2015-06-18T11:52:24+00:00,0:40:23
466,How LUCIFER Taught Me MASTURBATION...,A0VSBSpCnQY,2015-06-19T14:44:08+00:00,0:20:54
467,The King Of INTERNET SCAMMING Confesses!!,wgqs_X6L8zg,2015-06-19T16:14:53+00:00,0:41:45
468,PRAY FOR AMERICA | Homeland Security | TB Joshua,D1RdKMwjUU4,2015-06-20T03:19:52+00:00,0:01:08
469,'I Can STOP The RAIN' - Witchdoctor CONFESSIONS!,SzRE-PAB25o,2015-06-21T19:36:01+00:00,0:27:40
470,EXCLUSIVE: TB Joshua In School!!!,9GYFIwoeet8,2015-06-22T22:50:50+00:00,0:06:21
471,What Happens When DEMONS Get ANGRY!!!,yAdcd8zW-VE,2015-06-24T18:20:21+00:00,0:16:34
472,MIRACLE HEALING Caught On Tape!,DfjE6wY23x4,2015-06-24T19:44:36+00:00,0:02:23
473,NOLLYWOOD Actress Shares POWERFUL Testimony!,nr6_XsJDvlg,2015-06-26T15:56:10+00:00,0:09:00
474,YOU RAISE ME UP (Powerful VERSION) | Kimmy Skota LIVE,uDc0r78Rp7w,2015-06-27T19:49:23+00:00,0:04:28
475,BE GLORIFIED (Phambili) | Loyiso Bala LIVE,DcjIMFsIh-c,2015-06-27T20:04:10+00:00,0:05:43
476,NOBODY GREATER (Anointed WORSHIP) | VaShawn Mitchell LIVE,_arrHLd0Mis,2015-06-28T18:40:38+00:00,0:06:06
477,MORE THAN ENOUGH | Loyiso Bala LIVE,pkJ2EEDvkRg,2015-06-29T19:38:56+00:00,0:06:43
478,HOW GREAT IS OUR GOD | VaShawn Mitchell LIVE,iC67VlEK3WE,2015-06-29T19:53:33+00:00,0:05:02
479,"You STOLE 400,000 From Your Husband | The POWER Of PROPHECY",tdkzt_vtNcE,2015-06-29T20:15:21+00:00,0:15:06
480,TB Joshua REVEALS The Secrets Of Faith!,52YZyQHEgx0,2015-07-02T17:02:21+00:00,0:26:49
481,You BETRAYED This Woman | T.B. Joshua PROPHECY,n-pX-FpjEEQ,2015-07-03T07:23:20+00:00,0:16:28
482,"LOVE CHARM: ""You Left Your Wife For An Old Lady""",RSi0yhZ8fGE,2015-07-04T12:45:12+00:00,0:05:20
483,LESBIAN DEMON Speaks Out!!!,7p1MQsfeI3Q,2015-07-04T15:53:18+00:00,0:17:24
484,"""I Slept With Her ONLY ONCE..."" | TB Joshua PROPHECY!",o7kJj6tFv5g,2015-07-06T23:07:01+00:00,0:10:11
485,"""Your Manhood SHRUNK..."" | TB Joshua Prophecy",3xAi29FdOK0,2015-07-10T22:25:20+00:00,0:10:12
486,MARRIAGE COUNSELLING with TB JOSHUA!,Yv9KJFN_6Jc,2015-07-11T14:34:07+00:00,0:17:02
487,"""I Named My Son After TB Joshua!"" | BARREN No More In BOTSWANA!",P6Yx_rSO6us,2015-07-12T09:13:45+00:00,0:03:56
488,REVERSE The  CURSE!!! | Prayer With TB Joshua,yoUGgVm7wg4,2015-07-13T22:29:47+00:00,0:08:54
489,BREAK That FAMILY CURSE!!! | TB Joshua MASS Prayer,AmKilwBUkI0,2015-07-14T20:51:55+00:00,0:11:12
490,"""How I Send Pigeons To KILL..."" - NOTORIOUS WITCH-DOCTOR!!!",EL8J74oxj2o,2015-07-15T13:55:15+00:00,0:38:21
491,Spiritual FORNICATION VS Physical FORNICATION,Tj2BZc4vFzs,2015-07-16T15:47:44+00:00,0:11:50
492,Father Sees BEAUTIFUL Daughter For FIRST TIME In 28 YEARS!!!,GYRY2y4YQNM,2015-07-16T16:09:50+00:00,0:28:31
493,How Satan Made Me A Lesbian!!!,Wk4la8edrzw,2015-07-18T00:09:08+00:00,0:26:59
494,You MUST Get Out Of The CAGE - TB Joshua,kod1Q8Ii1Bk,2015-07-18T19:45:41+00:00,0:09:31
495,PROPHECY For TURKEY: TB Joshua,Z6IxihB8bNA,2015-07-29T21:32:34+00:00,0:04:36
496,Mexico Crusade With TB Joshua | DAY 1 INTRO!,0HSUyv8USD0,2015-07-30T22:48:23+00:00,0:02:00
497,MISSING Malaysia Airlines MH370 PROPHECY | TB Joshua,bVrrPu6bZm0,2015-07-31T17:58:02+00:00,0:13:02
498,"""I Once Was DEAF; Now I Can HEAR!""",uCDIhWHHr1E,2015-08-02T14:53:34+00:00,0:03:18
499,India Train Derailment Prophesied By T.B. Joshua,WkPEJ-_rejU,2015-08-07T08:55:16+00:00,0:05:36
500,CeCe Winans LIVE At The Mexico Crusade With T.B. Joshua,hhWimdizYXM,2015-08-07T22:56:08+00:00,0:33:30
501,A Prophetic Message On LOVE - T.B. Joshua,-Mweh3gAvgg,2015-08-08T17:13:38+00:00,0:11:09
502,Mexico Crusade With T.B. Joshua | Day 2 INTRO,eC5UKIYXyYY,2015-08-15T19:43:45+00:00,0:02:24
503,The MOST IMPORTANT Message You May Ever Hear!!!,oVSicTnFmR8,2015-08-15T20:30:15+00:00,0:39:46
504,Alvin Slaughter LIVE In Mexico With T.B. Joshua!,tnS7zSb2u60,2015-08-17T20:23:38+00:00,0:24:13
505,The MOST AMAZING Faith Healing TESTIMONY!!!,7GfJG2lfQ_s,2015-08-19T10:10:33+00:00,0:13:51
506,INCREDIBLE BLINDNESS HEALING!!!,JKg8IVYVKnU,2015-08-25T20:54:45+00:00,0:14:20
507,BLACK MAGIC EXPOSED!!!,bK1I-nX8t0k,2015-08-26T13:33:02+00:00,0:21:02
508,WATCH ALL HELL BREAK LOOSE DURING PRAYER!!!,_VfdnvBcY8Y,2015-08-27T17:15:53+00:00,0:29:43
509,SYRIA WAR PROPHECY | TB Joshua,P6joZOMeBNo,2015-08-28T21:08:26+00:00,0:07:04
510,How SATAN Ate My FACE!!!,QmcbtolpN1Q,2015-09-03T15:49:10+00:00,0:10:13
511,"""I Thought T.B. Joshua Was FAKE... Until My HEALING!""",Rq8uOHPmbWc,2015-09-05T21:26:49+00:00,0:14:37
512,How PRAYER Can CURE!!!,Rq2WmGD_aH0,2015-09-08T20:08:32+00:00,0:09:26
513,How To Handle HARD TIMES | TB Joshua,DIuGUe5zOkY,2015-09-17T00:21:26+00:00,0:37:46
514,CANCEL EVERY NEGATIVE SPIRIT!!! | TB Joshua Mass Prayer,XUzsWpT0ccw,2015-09-18T22:52:30+00:00,0:10:26
515,What HINDERS Our PRAYERS | TB Joshua,Upiya-9zqYA,2015-09-19T14:48:53+00:00,0:31:47
516,HEALED OF CANCER!!!,BGGYKka3MU0,2015-09-19T22:47:48+00:00,0:20:59
517,DISCONNECT YOURSELF From Evil Spirits!!! | MASS PRAYER With TB Joshua,LDP1St5Ylb8,2015-09-21T08:05:19+00:00,0:06:44
518,What Happens When GOD'S POWER Hits You!!!,CQHyUwoHYOE,2015-09-22T10:55:42+00:00,0:08:50
519,"""I Am The DEVIL..."" | Woman Bathes In SHEEP FAECES",tHtsn8EKrKA,2015-09-22T11:21:27+00:00,0:28:04
520,How To RECEIVE The Holy Spirit | TB Joshua,14_ufm3kJKc,2015-09-24T19:17:51+00:00,0:29:30
521,"""How I BEWITCHED Men"" | SATANIC SEDUCTION Exposed!!!",sE1VGv_MZO8,2015-09-24T19:39:32+00:00,0:12:09
522,Woman With NO FALLOPIAN TUBES Gives Birth!!!,Z2mcscwpnwU,2015-09-25T13:57:53+00:00,0:11:50
523,POWERFUL PROPHETIC PRAYER!!! | TB Joshua,cgjUC77Ux5o,2015-09-26T15:30:42+00:00,0:08:18
524,WATCH God Restoring This Arm!!!,H73eGFACbi8,2015-09-26T16:08:17+00:00,0:07:18
525,ENTER The REALM Of LIBERATION!!! | TB Joshua Prayer,WPfip9jqEnk,2015-09-28T10:00:03+00:00,0:07:15
526,MIRACLE BABY After 17 YEARS Of Barrenness!!!,xfAeUeJ4yN0,2015-09-28T11:01:32+00:00,0:11:18
527,WORM COMES OUT Of Woman In Church!!!,fqQrT84kjc4,2015-09-28T19:40:03+00:00,0:10:38
528,"""DEMONS Killed My Children..."" | HERBALIST'S HORRIFIC CONFESSION",8xb3nMjIV6A,2015-09-29T12:14:08+00:00,1:05:17
529,PRAYER In The POWER Of The HOLY SPIRIT | TB Joshua,-2hPBdU-0qU,2015-09-30T12:36:12+00:00,0:20:35
530,T.B. Joshua Teaching On 'FAITH BRACELET'!!!,q1pzaIDe5lA,2015-09-30T14:05:50+00:00,0:26:58
531,From RAGS To RICHES | MUST-SEE Testimony!!!,4CQtM2jzkMQ,2015-09-30T14:22:00+00:00,0:12:13
532,"""HELP! My Friend Stole My MANHOOD!!!""",F-Mi6R61XAo,2015-10-01T13:07:23+00:00,0:11:05
533,TB Joshua's SHOCKING END-TIME Prophecy!!!,AZSc-e7dqMQ,2015-10-02T20:47:50+00:00,0:37:41
534,"""The Garment I Wear To DESTROY..."" - SECRET CULT Member",jQSIwnwjVX4,2015-10-03T14:10:08+00:00,0:04:47
535,Why DEMONS Hate T.B. Joshua!!!,BQayqX4Z50k,2015-10-03T14:45:33+00:00,0:08:44
536,Where Will T.B. Joshua Go Next???,0hNFAiENs6k,2015-10-05T14:48:52+00:00,0:32:17
537,Demonic Activity EXPOSED!!!,f9cYbkEd3qM,2015-10-06T09:59:52+00:00,0:11:59
538,SHOCKER: Pastor ATTACKED By Demon!!!,xU2Wt4Sl9SU,2015-10-06T16:22:41+00:00,0:11:00
539,MUST-WATCH LESSON ON MARRIAGE AND ADULTERY!!!,myP3FIvPr8g,2015-10-06T18:10:09+00:00,0:33:59
540,ANOINTED PRAYER With TB JOSHUA!!!,Wvix857ePzo,2015-10-06T18:32:35+00:00,0:27:50
541,Think Demons Are Fake? WATCH THIS!!!,RwsHRKcGEQ4,2015-10-06T18:54:03+00:00,0:12:46
542,TB Joshua's Hidden Secrets EXPOSED!!!,5IjDndGOjK4,2015-10-07T15:45:56+00:00,0:54:06
543,WATCH THIS And Feel GOD’S PRESENCE!!!,oZjF2qopxo4,2015-10-08T09:12:40+00:00,0:05:15
544,HEARTBREAKING: Innocent Girl Used For RITUAL SACRIFICE...,YfTcAiGJ35Q,2015-10-08T13:15:28+00:00,0:09:46
545,How To RESTORE AFFECTION In MARRIAGE!!!,lU0c8n3YSJA,2015-10-10T15:59:00+00:00,0:09:54
546,How To OVERCOME Challenges  | TB Joshua,jKw45sDN9dg,2015-10-13T12:20:26+00:00,0:18:08
547,Demon CHALLENGES T.B. Joshua To A FIGHT!!!,oJ4fIffPrhM,2015-10-13T12:48:45+00:00,0:22:50
548,SHOCKING: A Testimony That Will Make You CRY!!!,DDofd_J-hIE,2015-10-13T17:09:39+00:00,0:37:03
549,My DIABOLICAL BEADS From HELL!!!,9sJ5RgGC3J0,2015-10-14T08:13:33+00:00,0:25:36
550,Can WATER Anointed By God Cure HIV/AIDS?!?,qCh_Qmy524w,2015-10-14T16:59:17+00:00,0:07:48
551,The POWER Of FORGIVENESS | TB Joshua,Yt9uqadITkk,2015-10-15T08:36:12+00:00,0:19:39
552,Watch RAW FLESH Transform After PRAYER!!!!,yhhAzmwF8HI,2015-10-15T18:19:45+00:00,0:10:52
553,Woman Turns Into LIZARD In Singapore!!!,DOjRmtGm-JA,2015-10-17T13:47:29+00:00,0:06:25
554,How To Find PEACE Of Mind | TB Joshua,TZGxlDHUScA,2015-10-17T14:11:33+00:00,0:16:13
555,Demons Go WILD And ATTACK T.B. Joshua!,EGJqx7rLk8c,2015-10-19T08:54:54+00:00,0:15:02
556,LOVE Beyond RELIGION | TB Joshua,A8MgUtpqErQ,2015-10-19T09:02:50+00:00,0:11:32
557,DRAGON APPEARS During Christian Crusade!!!,JjpZx9y89N0,2015-10-20T15:52:07+00:00,0:12:11
558,Command That PAIN To GO!!! | TB Joshua Prayer,lPV552MiMeA,2015-10-20T19:47:35+00:00,0:12:31
559,Nigerian Militants SURRENDER In Church!!!,zpRAz-bbovE,2015-10-21T20:19:05+00:00,0:31:34
560,"HORROR: ""How I Dug Up GRAVES...""",K7LsSSfmMrw,2015-10-21T20:34:55+00:00,0:14:49
561,TRY TO WATCH THIS WITHOUT CRYING!!!,iKIferLMfyw,2015-10-24T13:21:43+00:00,0:19:06
562,"""BLOOD Must Flow!"" | Secret Cult SECRETS Revealed!!!",-EiA9KjNc6s,2015-10-26T14:21:46+00:00,0:42:17
563,"ABANDONED!!! Six Children, Five Women, One Fish...",HqKK3c-2UCU,2015-10-28T13:44:08+00:00,0:44:31
564,BABY BORN As PASTOR PRAYS!!!,TWiGt0zkVp8,2015-10-29T10:21:31+00:00,0:07:26
565,RUSSIAN PLANE CRASH IN EGYPT | TB Joshua Prophecy,Xb7PFiT5yXo,2015-10-31T22:41:58+00:00,0:04:58
566,DECEPTION IN THE CHURCH: ‘Pastor’ With Demonic Powers!!!,429pg5tXX14,2015-11-04T13:11:11+00:00,0:35:42
567,WATCH Prayer EXPOSE DEMONS In Church!!!,I7EIF4k1Ibo,2015-11-05T11:14:07+00:00,0:12:42
568,WATCH How This ROTTING LEG is RESTORED!!!,rGh83SFNgIo,2015-11-05T12:10:53+00:00,0:06:49
569,CAN YOU WATCH THIS WITHOUT BEING MOVED?!?!?,Fcy2v6yHhTg,2015-11-05T16:06:54+00:00,0:08:22
570,SHOCKING: The Boy Who ROLLED Himself To Church!,p2Z4SfUN9mE,2015-11-05T19:38:59+00:00,0:14:32
571,Violent DEMON Attempts Attack On TB Joshua!!!,cUjdrZ1vqNA,2015-11-09T11:22:47+00:00,0:10:45
572,PROPHECY: A Beautiful Woman Who Wants To KILL!!!,DL87lLFuJL4,2015-11-09T12:15:01+00:00,0:05:32
573,TWO Sons Sacrificed In MONEY RITUAL???,wEw_n-AM7P0,2015-11-10T11:27:46+00:00,0:11:00
574,TWO IN ONE: My Evil Twin NO-ONE Can See!!!,5HkTlEosH88,2015-11-11T10:21:29+00:00,0:06:55
575,"""My Wife Is POSSESSED By DEMONS!!!"" | SHOCKING Family  Feud",VIY85B8uo2k,2015-11-11T10:39:06+00:00,0:36:41
576,TERRORIST ATTACKS IN PARIS!!! | TB Joshua Prophecy,rcS6YuwY3bM,2015-11-14T16:18:59+00:00,0:01:27
577,EXTREME Mental Disorder HEALING!!!,13O-xBkYxc0,2015-11-17T16:46:29+00:00,0:15:22
578,WATCH HOW GOD RESTORES THIS MAN’S MARRIAGE!!!,R3M3l2R_0eY,2015-11-19T16:43:18+00:00,0:11:26
579,HIGHLY ANOINTED MASS PRAYER!!! | TB Joshua,G6zIUWgw_mM,2015-11-20T19:45:29+00:00,0:24:46
580,HOW TO STOP WATCHING PORNOGRAPHY!!!,oEpIZnkjojY,2015-11-21T18:50:26+00:00,0:20:51
581,VILE!!! What A PROSTITUTE VOMITED In Church!!!,7YfC7o0p58g,2015-11-22T18:20:42+00:00,0:14:02
582,MUST-WATCH: A Video You Will NEVER Forget!,RbZs-7F4B2w,2015-11-25T18:50:41+00:00,0:47:24
583,The POWER Of Change!!! | TB Joshua,JFd7WVm1UeI,2015-12-09T19:40:26+00:00,0:15:34
584,"""We’ve NEVER Met Our Dad..."" | INSPIRING CHARITY!!!",9qsh4GUQ_co,2015-12-09T20:40:57+00:00,0:19:16
585,Face To Face With LUCIFER!!!,He9H500yGZA,2015-12-15T00:55:12+00:00,1:07:08
586,Love That Will SHOCK YOU!!!,6VK8nSDz4Xs,2015-12-18T18:33:44+00:00,0:37:51
587,TOUCHING: Watch This And APPRECIATE LIFE!!!,VvPl7ED7rkM,2015-12-21T08:42:28+00:00,0:23:53
588,TRIBUTE To Evangelist Bill Subritzky | EMMANUEL TV,bMKI_FVexNI,2015-12-25T17:38:05+00:00,0:09:09
589,SPECIAL MESSAGE FROM TB JOSHUA!,YNO5KzYooVE,2015-12-31T05:49:49+00:00,0:11:32
590,ANOINTED PRAYER & PROPHECY FOR 2016! | TB Joshua,NjrAXxXxaso,2016-01-02T01:08:15+00:00,0:21:47
591,YOU CANNOT WATCH THIS MESSAGE AND REMAIN THE SAME!!!,a8cPzTKYtRo,2016-01-12T15:27:49+00:00,0:34:42
592,This Video Will Make You CRY!!!,RjFuZqXVbK8,2016-01-13T22:19:37+00:00,0:49:38
593,INDONESIA TERROR ATTACK | TB Joshua Prophecy,reZ19gudLBg,2016-01-14T15:12:10+00:00,0:01:07
594,"T.B. JOSHUA in AUSTRALIA - ""Everything Big Starts Little""",aUAuIDBefsM,2016-01-21T16:13:00+00:00,0:18:35
595,DEMONIC: 99 Year-Old MAN Living Inside 35 Year-Old WOMAN!!!,VVeslWAdwHc,2016-01-23T12:29:55+00:00,0:07:52
596,Spirit of DEATH and SUICIDE cast out!!,AzlbkjvDPP8,2016-01-25T10:50:40+00:00,0:02:22
597,"A Message For Business Men & Women - ""Responsible Use Of Blessing""",2eERWqaSUzc,2016-01-27T08:23:14+00:00,0:28:18
598,"T.B. JOSHUA: ""I CAN SEE YOU BEING RELEASED!!""",_FnHM36_C5c,2016-01-30T19:12:40+00:00,0:04:07
599,ACTS of LOVE in Ohio USA,UXg2gDITxpk,2016-02-02T09:12:19+00:00,0:12:04
600,"T.B. JOSHUA: ""Are you OPPRESSED? Be FREE!""",K9WrhK58Mbk,2016-02-03T17:12:54+00:00,0:04:36
601,HELP in HARD TIMES - Ohio USA,oxf-hxIUl74,2016-02-03T21:14:48+00:00,0:10:48
602,HOW TO GROW SPIRITUALLY | T.B. Joshua,JHu2daKSGho,2016-02-04T18:47:43+00:00,0:34:32
603,THE HIDDEN TRUTH | T.B. Joshua Sermon,NED_wVy7JLQ,2016-02-05T18:45:47+00:00,0:23:53
604,TEN MILLION Naira For BOKO HARAM victims,4CgmaX6JK1M,2016-02-06T15:43:38+00:00,0:30:55
605,Home Repair | RELIEF for FLOOD victims,ZqftiQpACFI,2016-02-09T12:23:29+00:00,0:20:05
606,DEPRESSED? WORRIED? SAD? LISTEN TO THIS!!!!,E_CQBBvjihM,2016-02-10T14:06:48+00:00,0:18:29
607,LET MY PEOPLE GO!!!!! Powerful prayer with TB Joshua!,-k5xcJD7Dgc,2016-02-10T15:51:25+00:00,0:02:44
608,HOW to HEAL a BROKEN RELATIONSHIP | T.B. Joshua,qaHXhZdeZ2E,2016-02-15T12:57:25+00:00,0:37:34
609,BE RELEASED FROM THE PAIN OF THE PAST | Life-changing prayer with TB Joshua!!!,NXy_kkj0q8w,2016-02-17T17:08:11+00:00,0:02:14
610,Satan’s Tactics EXPOSED!!!,4c7PK8y56KA,2016-02-18T17:32:35+00:00,0:33:11
611,I DECLARE THE SPIRIT NOT OF GOD - WANTED!!!,CkX7nTkRyxQ,2016-02-18T23:35:09+00:00,0:03:46
612,Demonic SNAKE MANIFESTING in AUSTRALIA!!,pM43XWqvPkc,2016-02-19T10:45:44+00:00,0:04:10
613,PRAYER FOR HEALING WITH PROPHET TB JOSHUA!!!,Kx0xUaTr_68,2016-02-24T19:10:36+00:00,0:02:53
614,How To Know A REAL Christian | T.B. JOSHUA,jfeXeCzLpww,2016-02-25T19:25:26+00:00,0:44:50
615,How DEMONS ATTACK the CHURCH!!!,b38hy4DfFq4,2016-02-25T22:43:15+00:00,0:09:01
616,HOW TO READ YOUR BIBLE | TB JOSHUA,-nvIy5iUh-Y,2016-03-02T23:32:29+00:00,0:27:27
617,"PRAYER for HEALING in KIDNEYS, LIVER, BLOOD!!!",mbmGDwF0BBA,2016-03-02T23:34:44+00:00,0:01:39
618,Happy 10th Birthday Emmanuel TV!,qDhTwaFJB6c,2016-03-08T19:29:16+00:00,0:05:42
619,PRAYER FOR BREAKTHROUGH WITH T.B. JOSHUA!!,FCMqEYCFz_8,2016-03-10T00:00:28+00:00,0:02:53
620,"""EVERYTHING"" by L.G Wise - Happy 10th Anniversary Emmanuel TV!!",P1kl5g2bilY,2016-03-10T00:04:33+00:00,0:05:02
621,NEVER SEEN BEFORE: TB Joshua’s Early Ministry!!!,MzscwAHdpEg,2016-03-12T15:38:47+00:00,0:17:40
622,EXCLUSIVE INTERVIEW: T.B. Joshua’s Primary School Teacher!!!,jLqylCinzg0,2016-03-14T10:38:41+00:00,0:12:49
623,DOES GOD HEAR MY PRAYERS? | T.B. Joshua,-17HMJbWH3c,2016-03-15T10:31:25+00:00,0:29:19
624,PRAYER Against EVIL SPIRITS!!,1-F_WyVuf0g,2016-03-15T16:34:54+00:00,0:02:56
625,"Man Turns To DOG, Eats Shoe In CHURCH!!!",H5M_E5uCPgA,2016-03-15T20:06:28+00:00,0:33:24
626,Watch A LADY Turn Into A LION!,Vou_sIoICpk,2016-03-19T22:53:03+00:00,0:12:26
627,BRUSSELS TERROR ATTACK | TB Joshua Prophecy,Cfi7XtZcAWM,2016-03-22T18:19:27+00:00,0:01:58
628,TB Joshua's Historic Visit To Tanzania With President John Magufuli!,SqP_XHggKO4,2016-03-23T10:41:30+00:00,0:16:01
629,DOCUMENTARY: Building The SCOAN!,NV82tqbS8CA,2016-03-25T20:23:15+00:00,0:30:27
630,EgyptAir Plane HIJACKED! | TB Joshua Prophecy,VobkGh73_3k,2016-03-29T19:41:47+00:00,0:01:28
631,"BRIDGE COLLAPSE IN KOLKATA, INDIA  | TB Joshua PROPHECY!",hKlmOZCRPKw,2016-03-31T16:29:24+00:00,0:03:49
632,BRING BACK YOUR DESTINY!!! Inspirational Prayer With TB Joshua,s7WaQI7t1So,2016-04-01T13:43:28+00:00,0:03:42
633,TB Joshua SPEAKING IN TONGUES!!!,kiEY6mc1uS4,2016-04-02T20:58:20+00:00,0:12:31
634,I RELEASE YOU!!! | Prayer With TB Joshua,7xzgCCx5CC8,2016-04-05T13:58:32+00:00,0:02:30
635,The SECRET Behind Meeting God | TB Joshua Sermon,AUGnoudTXfw,2016-04-06T17:02:25+00:00,0:30:36
636,HEALED Through YouTube!!!,ZW2OAMHUdno,2016-04-07T11:17:27+00:00,0:06:23
637,RELEASE YOURSELF | Mass Prayer With TB Joshua!!!,7wgp-I6BVHU,2016-04-07T19:01:57+00:00,0:22:55
638,A REVELATION That Will CHANGE Your Life!!!,PaY_cnupWUg,2016-04-08T10:21:09+00:00,0:42:50
639,"My Dad Is A WIZARD, Burned Me ALIVE!!!",2jseYtxS6nY,2016-04-08T20:56:50+00:00,0:13:16
640,Liberia’s Most Dangerous DRUG LORD Turns To Christ!!!,nNq_BEMggZ8,2016-04-12T09:26:20+00:00,0:26:04
641,"CARE FOR CINCINNATI RESIDENTS, USA",cDF_sqbdZYc,2016-04-17T20:45:38+00:00,0:23:49
642,"""BE RELEASED FROM THE PAIN OF THE PAST, IN JESUS' NAME!""",f1__oEmSS8k,2016-04-19T13:52:09+00:00,0:05:58
